('1235603336.013237', '1235603336.14752')
('1235603831.17404', '1235603831.018624')
('1235603831.207424', '1235603831.206155')
('1235603831.240699', '1235603831.245224')
('1235603831.274057', '1235603831.276479')
('1235603831.307313', '1235603831.307734')
('1235603831.340697', '1235603831.338989')
('1235603831.373955', '1235603831.370245')
('1235603831.407338', '1235603831.409313')
('1235603831.440599', '1235603831.440569')
('1235603831.47398', '1235603831.46401')
('1235603831.507237', '1235603831.510893')
('1235603831.540621', '1235603831.542148')
('1235603831.573878', '1235603831.573403')
('1235603831.60726', '1235603831.057693')
('1235603831.640641', '1235603831.643727')
('1235603831.6739', '1235603831.6281')
('1235603831.707284', '1235603831.706238')
('1235603831.740541', '1235603831.737493')
('1235603831.773923', '1235603831.776562')
('1235603831.80718', '1235603831.081134')
('1235603831.840563', '1235603831.839072')
('1235603831.87382', '1235603831.088948')
('1235603831.907201', '1235603831.909396')
('1235603831.940462', '1235603831.940652')
('1235603831.973844', '1235603831.971907')
('1235603832.007102', '1235603832.7611')
('1235603832.040485', '1235603832.042231')
('1235603832.073743', '1235603832.073486')
('1235603832.107121', '1235603832.104741')
('1235603832.140507', '1235603832.135996')
('1235603832.173761', '1235603832.175066')
('1235603832.207145', '1235603832.206321')
('1235603832.240401', '1235603832.237576')
('1235603832.273787', '1235603832.276645')
('1235603832.307042', '1235603832.300086')
('1235603832.340427', '1235603832.339155')
('1235603832.373675', '1235603832.378224')
('1235603832.40706', '1235603832.042231')
('1235603832.440314', '1235603832.440734')
('1235603832.473699', '1235603832.479803')
('1235603832.506954', '1235603832.503245')
('1235603832.540343', '1235603832.542314')
('1235603832.573598', '1235603832.573569')
('1235603832.606981', '1235603832.604824')
('1235603832.640365', '1235603832.643893')
('1235603832.673625', '1235603832.675148')
('1235603832.707006', '1235603832.706403')
('1235603832.740262', '1235603832.737659')
('1235603832.773646', '1235603832.776728')
('1235603832.806913', '1235603832.807983')
('1235603832.840288', '1235603832.839238')
('1235603832.873544', '1235603832.870493')
('1235603832.906923', '1235603832.909562')
('1235603832.94019', '1235603832.92519')
('1235603832.97357', '1235603832.096927')
('1235603833.006825', '1235603833.6675')
('1235603833.040205', '1235603833.042397')
('1235603833.073471', '1235603833.073652')
('1235603833.106848', '1235603833.104907')
('1235603833.140233', '1235603833.143976')
('1235603833.173492', '1235603833.175231')
('1235603833.20687', '1235603833.018955')
('1235603833.240133', '1235603833.237741')
('1235603833.273513', '1235603833.276811')
('1235603833.306768', '1235603833.308066')
('1235603833.34015', '1235603833.034583')
('1235603833.373405', '1235603833.370576')
('1235603833.40679', '1235603833.042397')
('1235603833.440047', '1235603833.433086')
('1235603833.473424', '1235603833.472155')
('1235603833.506679', '1235603833.503411')
('1235603833.540082', '1235603833.534666')
('1235603833.573323', '1235603833.573735')
('1235603833.606705', '1235603833.612804')
('1235603833.639962', '1235603833.636245')
('1235603833.673343', '1235603833.675314')
('1235603833.706723', '1235603833.706569')
('1235603833.739985', '1235603833.737824')
('1235603833.773369', '1235603833.776893')
('1235603833.806625', '1235603833.808149')
('1235603833.840007', '1235603833.839404')
('1235603833.873264', '1235603833.870659')
('1235603833.906647', '1235603833.909728')
('1235603833.939906', '1235603833.940983')
('1235603833.973288', '1235603833.972238')
('1235603834.006548', '1235603834.05819')
('1235603834.039931', '1235603834.042562')
('1235603834.073186', '1235603834.73799')
('1235603834.10657', '1235603834.011307')
('1235603834.139827', '1235603834.136328')
('1235603834.17321', '1235603834.15977')
('1235603834.206591', '1235603834.206652')
('1235603834.23985', '1235603834.22228')
('1235603834.273232', '1235603834.276976')
('1235603834.30649', '1235603834.28479')
('1235603834.339871', '1235603834.339487')
('1235603834.373127', '1235603834.370742')
('1235603834.406513', '1235603834.409811')
('1235603834.439772', '1235603834.441066')
('1235603834.473154', '1235603834.472321')
('1235603834.506413', '1235603834.503577')
('1235603834.539794', '1235603834.542645')
('1235603834.573044', '1235603834.573901')
('1235603834.606427', '1235603834.605156')
('1235603834.639684', '1235603834.636411')
('1235603834.673066', '1235603834.667666')
('1235603834.706449', '1235603834.706735')
('1235603834.739707', '1235603834.745804')
('1235603834.773089', '1235603834.769245')
('1235603834.806349', '1235603834.808315')
('1235603834.839731', '1235603834.847383')
('1235603834.872987', '1235603834.870825')
('1235603834.906371', '1235603834.909894')
('1235603834.939628', '1235603834.941149')
('1235603834.973009', '1235603834.972404')
('1235603835.006269', '1235603835.06617')
('1235603835.039652', '1235603835.41779')
('1235603835.072911', '1235603835.073983')
('1235603835.106292', '1235603835.105239')
('1235603835.139554', '1235603835.136494')
('1235603835.172939', '1235603835.175563')
('1235603835.206318', '1235603835.206818')
('1235603835.239572', '1235603835.238073')
('1235603835.272958', '1235603835.269328')
('1235603835.306215', '1235603835.308397')
('1235603835.339599', '1235603835.339653')
('1235603835.372852', '1235603835.370908')
('1235603835.406234', '1235603835.409977')
('1235603835.439494', '1235603835.441232')
('1235603835.472877', '1235603835.472487')
('1235603835.506131', '1235603835.503742')
('1235603835.539515', '1235603835.542811')
('1235603835.57277', '1235603835.58188')
('1235603835.60616', '1235603835.058356')
('1235603835.639413', '1235603835.636577')
('1235603835.672788', '1235603835.675646')
('1235603835.706048', '1235603835.706901')
('1235603835.739431', '1235603835.738156')
('1235603835.772811', '1235603835.769411')
('1235603835.806072', '1235603835.800667')
('1235603835.83945', '1235603835.081797')
('1235603835.872708', '1235603835.870991')
('1235603835.90609', '1235603835.91006')
('1235603835.939347', '1235603835.941315')
('1235603835.972736', '1235603835.980384')
('1235603836.005989', '1235603836.003825')
('1235603836.039368', '1235603836.36326')
('1235603836.072631', '1235603836.71488')
('1235603836.106011', '1235603836.105404')
('1235603836.139269', '1235603836.144474')
('1235603836.172659', '1235603836.175729')
('1235603836.20591', '1235603836.19917')
('1235603836.23929', '1235603836.26168')
('1235603836.272678', '1235603836.269494')
('1235603836.305934', '1235603836.308563')
('1235603836.339316', '1235603836.339818')
('1235603836.372571', '1235603836.371073')
('1235603836.405958', '1235603836.402329')
('1235603836.439215', '1235603836.441398')
('1235603836.472595', '1235603836.472653')
('1235603836.50585', '1235603836.050708')
('1235603836.539241', '1235603836.542977')
('1235603836.572493', '1235603836.574232')
('1235603836.605876', '1235603836.605487')
('1235603836.639133', '1235603836.636743')
('1235603836.672518', '1235603836.675812')
('1235603836.705775', '1235603836.707067')
('1235603836.740169', '1235603836.738322')
('1235603836.772531', '1235603836.769577')
('1235603836.805795', '1235603836.808646')
('1235603836.839172', '1235603836.839901')
('1235603836.872431', '1235603836.871156')
('1235603836.905813', '1235603836.902412')
('1235603836.93907', '1235603836.097591')
('1235603836.972453', '1235603836.972736')
('1235603837.00571', '1235603837.003991')
('1235603837.039093', '1235603837.035246')
('1235603837.072353', '1235603837.72286')
('1235603837.105735', '1235603837.113384')
('1235603837.138992', '1235603837.136826')
('1235603837.172375', '1235603837.175894')
('1235603837.205633', '1235603837.199336')
('1235603837.239012', '1235603837.238405')
('1235603837.272271', '1235603837.277474')
('1235603837.305652', '1235603837.308729')
('1235603837.339036', '1235603837.339984')
('1235603837.372291', '1235603837.371239')
('1235603837.405678', '1235603837.402494')
('1235603837.438932', '1235603837.441564')
('1235603837.472346', '1235603837.472819')
('1235603837.505583', '1235603837.504074')
('1235603837.538962', '1235603837.535329')
('1235603837.572215', '1235603837.574398')
('1235603837.605606', '1235603837.605653')
('1235603837.63886', '1235603837.66035')
('1235603837.672248', '1235603837.675977')
('1235603837.7055', '1235603837.04306')
('1235603837.738879', '1235603837.738488')
('1235603837.772143', '1235603837.769743')
('1235603837.805525', '1235603837.808812')
('1235603837.838907', '1235603837.840067')
('1235603837.872152', '1235603837.871322')
('1235603837.905538', '1235603837.902577')
('1235603837.938795', '1235603837.941646')
('1235603837.97218', '1235603837.097756')
('1235603838.005434', '1235603838.004157')
('1235603838.038818', '1235603838.40266')
('1235603838.072077', '1235603838.73084')
('1235603838.105458', '1235603838.105736')
('1235603838.138716', '1235603838.136991')
('1235603838.172095', '1235603838.168247')
('1235603838.205363', '1235603838.207315')
('1235603838.23874', '1235603838.027598')
('1235603838.272', '1235603838.004157')
('1235603838.305375', '1235603838.308895')
('1235603838.33876', '1235603838.34015')
('1235603838.372014', '1235603838.371405')
('1235603838.405398', '1235603838.410474')
('1235603838.438653', '1235603838.441729')
('1235603838.472038', '1235603838.472985')
('1235603838.505293', '1235603838.512053')
('1235603838.538676', '1235603838.535495')
('1235603838.571934', '1235603838.574564')
('1235603838.605317', '1235603838.605819')
('1235603838.638573', '1235603838.637074')
('1235603838.671958', '1235603838.668329')
('1235603838.705214', '1235603838.707398')
('1235603838.738599', '1235603838.738653')
('1235603838.771854', '1235603838.769909')
('1235603838.80524', '1235603838.79335')
('1235603838.83862', '1235603838.082295')
('1235603838.87188', '1235603838.85586')
('1235603838.905259', '1235603838.902743')
('1235603838.93852', '1235603838.95744')
('1235603838.971893', '1235603838.973067')
('1235603839.005152', '1235603839.004323')
('1235603839.038533', '1235603839.41064')
('1235603839.071792', '1235603839.69975')
('1235603839.105173', '1235603839.105902')
('1235603839.138434', '1235603839.137157')
('1235603839.171813', '1235603839.168412')
('1235603839.205074', '1235603839.207481')
('1235603839.238459', '1235603839.238736')
('1235603839.271717', '1235603839.269992')
('1235603839.305099', '1235603839.301247')
('1235603839.338357', '1235603839.340316')
('1235603839.371739', '1235603839.371571')
('1235603839.405118', '1235603839.402826')
('1235603839.438376', '1235603839.441895')
('1235603839.471763', '1235603839.465337')
('1235603839.505018', '1235603839.504405')
('1235603839.5384', '1235603839.004323')
('1235603839.571655', '1235603839.566916')
('1235603839.605044', '1235603839.605985')
('1235603839.638299', '1235603839.645054')
('1235603839.671687', '1235603839.668495')
('1235603839.704953', '1235603839.707564')
('1235603839.738322', '1235603839.738819')
('1235603839.771579', '1235603839.770075')
('1235603839.804963', '1235603839.809144')
('1235603839.83822', '1235603839.082461')
('1235603839.871608', '1235603839.871654')
('1235603839.904985', '1235603839.902909')
('1235603839.938271', '1235603839.941978')
('1235603839.971627', '1235603839.973233')
('1235603840.004889', '1235603840.004488')
('1235603840.038269', '1235603840.37955')
('1235603840.071517', '1235603840.70773')
('1235603840.1049', '1235603840.02793')
('1235603840.138173', '1235603840.137323')
('1235603840.171544', '1235603840.168578')
('1235603840.204795', '1235603840.207647')
('1235603840.238181', '1235603840.238902')
('1235603840.271441', '1235603840.270157')
('1235603840.304822', '1235603840.301413')
('1235603840.33808', '1235603840.035743')
('1235603840.371461', '1235603840.371737')
('1235603840.404845', '1235603840.402992')
('1235603840.438108', '1235603840.434247')
('1235603840.471487', '1235603840.473316')
('1235603840.504741', '1235603840.504571')
('1235603840.538126', '1235603840.535826')
('1235603840.571385', '1235603840.574895')
('1235603840.604768', '1235603840.606151')
('1235603840.63802', '1235603840.64522')
('1235603840.671404', '1235603840.668661')
('1235603840.704667', '1235603840.699916')
('1235603840.738179', '1235603840.738985')
('1235603840.771301', '1235603840.778054')
('1235603840.804682', '1235603840.801496')
('1235603840.83794', '1235603840.082626')
('1235603840.871326', '1235603840.864006')
('1235603840.904708', '1235603840.903075')
('1235603840.937965', '1235603840.942144')
('1235603840.971347', '1235603840.973399')
('1235603841.004605', '1235603841.004654')
('1235603841.037988', '1235603841.38753')
('1235603841.071244', '1235603841.71571')
('1235603841.104629', '1235603841.106234')
('1235603841.137885', '1235603841.137489')
('1235603841.171261', '1235603841.168744')
('1235603841.204519', '1235603841.207813')
('1235603841.2379', '1235603841.004654')
('1235603841.271158', '1235603841.270323')
('1235603841.304536', '1235603841.301579')
('1235603841.337798', '1235603841.340647')
('1235603841.371182', '1235603841.371902')
('1235603841.40444', '1235603841.38753')
('1235603841.437821', '1235603841.434413')
('1235603841.471206', '1235603841.473482')
('1235603841.504462', '1235603841.504737')
('1235603841.537845', '1235603841.535992')
('1235603841.571099', '1235603841.567247')
('1235603841.604483', '1235603841.606316')
('1235603841.637738', '1235603841.637572')
('1235603841.671123', '1235603841.668827')
('1235603841.704379', '1235603841.707896')
('1235603841.737764', '1235603841.739151')
('1235603841.77102', '1235603841.77822')
